,val_loss,val_accuracy,loss,accuracy
0,2.020645585358143,0.3240000009536743,2.0527748626470568,0.2460000067949295
1,1.9492845459282397,0.3070000112056732,1.7731960660219193,0.3484285771846771
2,1.8879934963583946,0.30149999260902405,1.6284494388103485,0.38685715198516846
3,1.8765879229456186,0.28850001096725464,1.530427878499031,0.42828571796417236
4,1.805430004633963,0.3400000035762787,1.4808227080106735,0.45399999618530273
5,1.7160551394149661,0.4099999964237213,1.4319574335217475,0.466142863035202
6,1.767003267928958,0.3869999945163727,1.4266924077272416,0.4628571569919586
7,1.7537130500748754,0.4059999883174896,1.354275960624218,0.49471428990364075
8,1.7540676084160804,0.37950000166893005,1.3158463889360428,0.5121428370475769
9,1.7231885474175215,0.3880000114440918,1.288079822063446,0.5218571424484253
10,1.7676741351000964,0.40149998664855957,1.2529356560111047,0.5315714478492737
11,1.8631905642617494,0.37450000643730164,1.2327556267380715,0.5442857146263123
12,1.81721915230155,0.40400001406669617,1.230345777273178,0.5458571314811707
13,1.8040594161581247,0.37299999594688416,1.1951401031017304,0.5571428537368774
14,1.8531521632894874,0.38100001215934753,1.1844634783267975,0.5618571639060974
15,1.7618445894680916,0.4090000092983246,1.1700248554348947,0.5649999976158142
16,1.7792907346412539,0.4205000102519989,1.1469962486624719,0.5735714435577393
17,1.7976531810127199,0.4074999988079071,1.120183081328869,0.5871428847312927
18,1.739082121886313,0.41100001335144043,1.104675845503807,0.6015714406967163
19,1.8301473961025476,0.4129999876022339,1.0883450677990913,0.6010000109672546
20,1.7258872511889785,0.4560000002384186,1.0812977921962739,0.6029999852180481
21,1.7269520016666502,0.44999998807907104,1.0738827520608902,0.6087142825126648
22,1.8691098449286074,0.4320000112056732,1.0533369854092598,0.6110000014305115
23,1.618453093743883,0.47099998593330383,1.0433008092641831,0.6169999837875366
24,1.6998585502523929,0.5015000104904175,1.0215044313669204,0.6290000081062317
25,1.784043056331575,0.4375,1.0039298701286317,0.6372857093811035
26,1.9046676141303032,0.42500001192092896,1.0171276648342609,0.6298571228981018
27,1.816424177158624,0.4465000033378601,0.9795877236127853,0.6489999890327454
28,1.7370926178758963,0.44350001215934753,0.9935746330022812,0.6385714411735535
29,1.7239647099608555,0.48500001430511475,0.9952831470966339,0.6374285817146301
30,1.7858942864462732,0.45899999141693115,0.9591577783226967,0.6588571667671204
31,1.8506965930387378,0.4404999911785126,0.9616967496275902,0.6582857370376587
32,1.9780943144112826,0.4165000021457672,0.9412876564264298,0.6584285497665405
33,1.6926013988442719,0.47999998927116394,0.9318212649226189,0.6631428599357605
34,1.7623386307340114,0.4749999940395355,0.9265217956900597,0.6688571572303772
35,1.814559891819954,0.43849998712539673,0.9224793943762779,0.6678571701049805
36,1.7225257236277685,0.4909999966621399,0.8980194908380509,0.6698571443557739
37,1.793644813541323,0.4814999997615814,0.9109183105826378,0.6648571491241455
38,1.7958979257009924,0.4690000116825104,0.9019317957758903,0.6745714545249939
39,1.5488253886206076,0.5239999890327454,0.9020480582118034,0.6740000247955322
40,1.7318613156257197,0.5235000252723694,0.885284967571497,0.6781428456306458
41,1.9326676807925105,0.4779999852180481,0.8768156185746193,0.678857147693634
42,1.9169958842359482,0.4514999985694885,0.8601692692935466,0.6861428618431091
43,1.774215977760032,0.47200000286102295,0.8684687533974648,0.6918571591377258
44,1.7030253353761509,0.5139999985694885,0.8653568263351917,0.6928571462631226
45,1.8792226774943992,0.46549999713897705,0.8674863155186177,0.6858571171760559
46,1.7757778155943378,0.48649999499320984,0.8530013458430767,0.6924285888671875
47,1.7614342411002144,0.4779999852180481,0.8559271882474423,0.692714273929596
48,1.743788104900159,0.5040000081062317,0.8430793103575707,0.704714298248291
49,1.7024144144402817,0.5164999961853027,0.8434316496551036,0.6998571157455444
50,1.8084943717345596,0.4869999885559082,0.8239436975121498,0.709857165813446
51,1.8403785712411627,0.48399999737739563,0.8281084729731083,0.7065714001655579
52,1.9158031323831528,0.4555000066757202,0.8468448413908481,0.6967142820358276
53,1.7905309229064732,0.47200000286102295,0.8543537703156471,0.6930000185966492
54,1.7433259808830917,0.5174999833106995,0.8258327049016952,0.7034285664558411
55,1.8672162835672497,0.4970000088214874,0.7939850366115571,0.7118571400642395
56,1.783390052067116,0.515500009059906,0.8074480414390564,0.7107142806053162
57,1.7542012402601541,0.5145000219345093,0.8190071594715118,0.7105714082717896
58,1.7931637385673822,0.5184999704360962,0.7867005786299706,0.7212857007980347
59,1.8325113308336585,0.47099998593330383,0.7712662877142429,0.7239999771118164
60,1.7416374682122842,0.4830000102519989,0.7781152984499932,0.7218571305274963
61,1.780291711864993,0.5055000185966492,0.7832529939711094,0.7217142581939697
62,1.817336274534464,0.5,0.7643988786637783,0.7282857298851013
63,1.7473061748594045,0.5015000104904175,0.785590372979641,0.7200000286102295
64,1.8075480742566288,0.5134999752044678,0.7456369149684906,0.7314285635948181
65,1.7196810997230931,0.5515000224113464,0.7444628098607063,0.7325714230537415
66,1.7696065597748385,0.49950000643730164,0.7413106958568096,0.7311428785324097
67,1.840731712868437,0.5170000195503235,0.740069010257721,0.7402856945991516
68,1.8130032166279852,0.531499981880188,0.7524348422884941,0.734000027179718
69,1.6276805043965579,0.5479999780654907,0.7489409646391869,0.7304285764694214
70,1.785471506183967,0.5080000162124634,0.733640546798706,0.7364285588264465
71,1.7185744885448366,0.5170000195503235,0.7188698191940784,0.7444285750389099
72,1.9145380204403772,0.5034999847412109,0.731836853325367,0.7400000095367432
73,1.717271666000597,0.5220000147819519,0.7301018160581588,0.7401428818702698
74,1.7052780649438501,0.5325000286102295,0.6969113709032535,0.75342857837677
75,1.8195157031156122,0.5074999928474426,0.7154524600505829,0.7421428561210632
76,1.8450542961340397,0.5044999718666077,0.6975582766532898,0.7501428723335266
77,1.8229371158243157,0.5325000286102295,0.716512398570776,0.7447142601013184
78,2.0333393223816527,0.4830000102519989,0.7069852067530156,0.7488571405410767
79,1.9152604426117614,0.48899999260902405,0.7130356036126614,0.7424286007881165
80,1.76963584497571,0.5254999995231628,0.6941064678132534,0.7578571438789368
81,1.6977567523345352,0.5379999876022339,0.6783876723051071,0.7528571486473083
82,1.7069931353768333,0.5205000042915344,0.6735245409607887,0.7628571391105652
83,1.6675000443030148,0.5254999995231628,0.6731720247864723,0.7662857174873352
84,1.7573714395798743,0.527999997138977,0.6788547995686531,0.7605714201927185
85,1.6000295697618276,0.5619999766349792,0.6735013435781002,0.7654285430908203
86,1.7735346660669893,0.5379999876022339,0.6652313023805618,0.7627142667770386
87,1.7564805667567998,0.5435000061988831,0.6516667066514492,0.7714285850524902
88,1.8585978364106268,0.5170000195503235,0.6489421008527279,0.7730000019073486
89,1.8120040887407958,0.5295000076293945,0.6567514672875404,0.7668571472167969
90,1.8594418676849456,0.5170000195503235,0.6555457676947117,0.7681428790092468
91,1.810250307712704,0.5189999938011169,0.6517907382547855,0.7737143039703369
92,1.7045355290267616,0.5410000085830688,0.6483063620328903,0.7681428790092468
93,1.8094259644136763,0.5289999842643738,0.6191425678133965,0.7842857241630554
94,1.7935655976785347,0.5205000042915344,0.6458701528608799,0.7757142782211304
95,1.7954121620487422,0.5285000205039978,0.652179833650589,0.7657142877578735
96,1.8367947634169832,0.5189999938011169,0.6328973634541035,0.7731428742408752
97,1.735604675435461,0.5235000252723694,0.6377680322527886,0.7764285802841187
98,1.8590987734636293,0.5400000214576721,0.637147241011262,0.7802857160568237
99,1.7684592618234456,0.546500027179718,0.6063953825086356,0.7885714173316956
100,1.760243017738685,0.5364999771118164,0.6191612711548805,0.7794285416603088
101,1.8795801853155718,0.5325000286102295,0.6309094621241093,0.7727142572402954
102,1.9795109523879364,0.5024999976158142,0.6267462722957134,0.7818571329116821
103,1.8213874292001129,0.5450000166893005,0.6112627965956926,0.7837142944335938
104,1.7442270866781473,0.5354999899864197,0.6082238617539406,0.7857142686843872
105,1.9241186958365142,0.5164999961853027,0.6215670216083526,0.7805714011192322
106,1.904264284390956,0.5325000286102295,0.6141135972738266,0.7824285626411438
107,1.867012560844887,0.5320000052452087,0.6084251514077187,0.7829999923706055
108,1.8651253418438136,0.5375000238418579,0.5750295428931713,0.7929999828338623
109,1.6532152530597524,0.5435000061988831,0.5902974902093411,0.7905714511871338
110,1.9030484835337846,0.5034999847412109,0.5763992290198803,0.8014285564422607
111,1.850998952202499,0.5295000076293945,0.5927180089056492,0.7911428809165955
112,1.765141472700052,0.5299999713897705,0.6091725011169911,0.7834285497665405
113,1.7477675553457812,0.5504999756813049,0.5884025666117668,0.7990000247955322
114,1.9452324584312737,0.5210000276565552,0.5897145277261734,0.7917143106460571
115,1.7291791446600109,0.5414999723434448,0.5810163655877113,0.7965714335441589
116,1.8033861192408949,0.5325000286102295,0.5845888584852219,0.7979999780654907
117,1.7911158230062574,0.5354999899864197,0.5719860523939133,0.8002856969833374
118,1.8489466658071614,0.5335000157356262,0.5698898419737816,0.8008571267127991
119,1.9483675716212019,0.512499988079071,0.5628291353583336,0.8029999732971191
120,1.8116402767878026,0.5404999852180481,0.5819662128388882,0.7945713996887207
121,1.7748048404604198,0.5454999804496765,0.5693813595175743,0.7985714077949524
122,1.9038561917166226,0.5299999713897705,0.5773967552185059,0.7962856888771057
123,2.0262823563255368,0.5049999952316284,0.5636798022687435,0.8052856922149658
124,1.9000277243973687,0.5239999890327454,0.569057619869709,0.7960000038146973
125,1.9131792216282337,0.5295000076293945,0.5648094386607408,0.7977142930030823
126,1.905785159934312,0.5354999899864197,0.5541882805526257,0.8047142624855042
127,1.8701440233364701,0.546999990940094,0.5464227493852377,0.8077142834663391
128,1.830280439388007,0.5385000109672546,0.5594477279484272,0.8044285774230957
129,1.8436109398864209,0.5295000076293945,0.544765351638198,0.8115714192390442
130,1.76520396908978,0.5490000247955322,0.5511944083124399,0.807285726070404
131,1.790905124892015,0.5504999756813049,0.540908256471157,0.8125714063644409
132,1.9274859168427065,0.5239999890327454,0.5381869393587112,0.8159999847412109
133,1.9440297789080068,0.5239999890327454,0.5549787475168705,0.8065714240074158
134,1.9260824197344482,0.5394999980926514,0.563219105899334,0.8037142753601074
135,1.9628394968900829,0.5214999914169312,0.5359067857265473,0.8121428489685059
136,1.8036439433787017,0.5400000214576721,0.5398056934028864,0.8145714402198792
137,1.8291333371587097,0.5350000262260437,0.5334729232639074,0.8104285597801208
138,2.0593122620880604,0.515999972820282,0.5390724295377731,0.8105714321136475
139,2.0027035687305035,0.5130000114440918,0.5405229514837265,0.8115714192390442
140,1.898874301672913,0.531000018119812,0.5219282674789428,0.8188571333885193
141,1.895370193179697,0.5394999980926514,0.542681867852807,0.8102856874465942
142,1.9003124430403113,0.5360000133514404,0.544356322363019,0.8087142705917358
143,1.9910406161099672,0.4970000088214874,0.5115929474681615,0.822857141494751
144,1.9338677106238902,0.5230000019073486,0.5233688297867775,0.8220000267028809
145,1.8501292051095515,0.5289999842643738,0.5388850182294845,0.8119999766349792
146,1.8153871922334657,0.5609999895095825,0.5288372161239385,0.8157142996788025
147,2.0424266157019884,0.5120000243186951,0.5241343965381384,0.8204285502433777
148,1.9933844531700016,0.5239999890327454,0.529719604998827,0.8199999928474426
149,1.9221159591642207,0.5364999771118164,0.5298625464737415,0.8128571510314941
150,1.890339639338199,0.534500002861023,0.517689509242773,0.8217142820358276
151,1.8449412361811846,0.5320000052452087,0.5284435005486011,0.819857120513916
152,1.867141013033688,0.5410000085830688,0.5299221751093864,0.8118571639060974
153,1.940914843964856,0.5224999785423279,0.5236272887140513,0.8201428651809692
154,1.8441264419001526,0.5350000262260437,0.5125332175195217,0.8185714483261108
155,1.9265574757684953,0.5379999876022339,0.5288266284763813,0.8180000185966492
156,1.86359507299494,0.5419999957084656,0.5321237889677286,0.8188571333885193
157,1.9966188196232542,0.5224999785423279,0.5042124447971582,0.8205714225769043
